id,pin_code,place,latitude,longitude,created_at,updated_at
2347,700027,"Alipore Store Yard, West Bengal",,,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2348,700034,"Behala Municipal Market, West Bengal",,,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2349,700044,"Rajabagan Dok Yeard, West Bengal",,,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2350,700053,"Nalini Ranjan Avenue, West Bengal",,,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2351,700056,"Belgharia Mohini Mills, West Bengal",,,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2352,700063,"Paschim Barisha, West Bengal",,,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2353,700088,"Telecom Factory, West Bengal",,,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2354,700098,"Bidhan Nagar Sai Complex, West Bengal",,,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2355,700116,"Balaram Dharma Sopan, West Bengal",,,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2356,700145,"Malancha Mahinagar, West Bengal",,,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2357,700151,"Dakshin Jagatdal, West Bengal",,,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2358,700065,"Subhas Nagar (Durganagar), West Bengal",22.6357069,88.4101728,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2359,700066,"Bidhangarh, West Bengal",22.59175005,88.4123271242104,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2360,700067,"Lily Biscuit, West Bengal",22.34313405,88.4554686457944,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2361,700069,"Income Tax Building, West Bengal",22.5689234,88.3460111,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2362,700071,"Russel Street, West Bengal",22.5482376,88.3504305,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2363,700072,"Hindustan Building, West Bengal",22.5177017,88.3632073,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2364,700074,"Motijheel, West Bengal",22.6237506,88.4104856,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2365,700075,"Viviekanagar, West Bengal",22.5331407,88.3472282,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2366,700076,"Dakshineswar, West Bengal",22.654827,88.3575776228964,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2367,700077,"Bediapara, West Bengal",22.53780505,88.3342530479433,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2368,700078,"Jadavgarh, West Bengal",22.5029884,88.3677271,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2369,700080,"Jessore Road, West Bengal",22.6170128,88.412467,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2370,700081,"Rajbari Colony, West Bengal",22.6491626,88.4342929048898,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2371,700082,"Keorapukur Bazar, West Bengal",22.5704924,88.3615602,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2372,700084,"Kamdahari, West Bengal",22.59175005,88.4123271242104,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2373,700085,"Sarani, West Bengal",22.5438431,88.3484987,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2374,700086,"Bagha Jatin, West Bengal",22.4828516,88.3866633,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2375,700087,"New Market, West Bengal",22.560119,88.3567351,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2376,700090,"Noapara, West Bengal",22.6398237,88.3941087,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2377,700091,"Sech Bhavan, West Bengal",22.5717951,88.4269896308213,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2378,700092,"Regent Estate, West Bengal",22.4865731,88.3525792,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2379,700093,"Purba Putiary, West Bengal",22.4960442,88.4019458,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2380,700095,"Golf Green, West Bengal",22.4913328,88.3618382,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2381,700096,"Brahmapur, West Bengal",22.463103,88.3641483,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2382,700097,"Purbachal, West Bengal",22.501944,88.3980331,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2383,700099,"Kalikapur, West Bengal",22.412052,88.4760309,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2384,700101,"Prafullakanan, West Bengal",22.5964916,88.4174395,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2385,700102,"Krishnapur, West Bengal",25.3629536,88.3612287,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2386,700103,"Narendrapur, West Bengal",22.4541674,88.4183764,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2387,700105,"Dhapa, West Bengal",22.53477,88.4240922,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2388,700106,"Bidhannagar Ib Market, West Bengal",22.57200345,88.4161700299983,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2389,700107,"East Kolkata Township, West Bengal",22.581261,88.3593328,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2390,700109,"Agarpara, West Bengal",22.6828782,88.3853645,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2391,700110,"Bijoypur, West Bengal",22.5964916,88.4174395,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2392,700111,"Ghola Bazar, West Bengal",22.5977211,88.4022816,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2393,700112,"Pansila, West Bengal",22.7126857,88.4754936,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2394,700113,"Natagarh, West Bengal",22.5666449,88.3544854,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
2395,700114,"Panihati, West Bengal",22.7095728,88.3743491,2022-04-09 15:57:47 UTC,2022-04-09 15:57:47 UTC
